,OCCUPATIONID,PREFERREDLABEL,ALTLABELS,OCCUPATIONGROUPLABEL,OCCUPATIONGROUPID,SECTOR,SECTORID,SUBSECTOR,SUBSECTORID
3031,687671c1ebd2bf665349e80e,civil engineering worker,"labourer, earthmoving
navvy
shoveller, civil engineering
building worker
civil engineering company worker
civil engineering contract worker
civil engineering worker
civils ground worker
civils groundworker
civils operative
civils worker
construction worker
ground worker
groundworker
site worker",Civil engineering labourers,687671b1ebd2bf665349a375,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Building Construction Contractor,e0963c15-f88d-4889-b142-465fed61b858
3032,687671c1ebd2bf665349e80f,drainage worker,"labourer, digging: ditch
deep drainage operative
deep drainage worker
drainage groundworker
drainage installer
drainage operative
drainage pipe layer
drainage system installer
drainage worker
groundwater drainage operative
groundwater drainage worker
pipelayer
fountain worker
landscaping and groundskeeping worker",,,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Sanitary Contractor and Expert,11deb182-d361-46a5-8968-360f945d8880
3033,687671c1ebd2bf665349e810,rail layer,"tramway layer
rail track layer
light rail layer
railway line layer
layer in railway sites
track machine operator
rail machine operator
track layer
rail layer
railtrack layer
light railtrack layer
plate layer",,,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Road Contractor,68fa46fd-40c3-4c4b-9c2c-347c7d00a1e2
3034,687671c1ebd2bf665349e811,road maintenance worker,"road maintenance team member
road maintenance worker
highway maintenance worker
road maintenance operative
highways operative
grounds maintenance worker
maintenance worker
road patching worker",,,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Road Contractor,68fa46fd-40c3-4c4b-9c2c-347c7d00a1e2
3035,687671c1ebd2bf665349e812,road marker,"road marker
white line marker
road marking worker
construction worker
road marking machine operator
carriageway sign painter
road marking operator
road painter
road marking technician
construction worker (road marking)
road marking operative",,,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Road Contractor,68fa46fd-40c3-4c4b-9c2c-347c7d00a1e2
3036,687671c1ebd2bf665349e813,road sign installer,"road sign team worker
road sign worker
traffic sign installer
highway sign installer
traffic sign erector
road sign installer
road sign erector
highway sign erector",,,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Road Contractor,68fa46fd-40c3-4c4b-9c2c-347c7d00a1e2
3037,687671c1ebd2bf665349e814,waterway construction labourer,"labourer, construction: dams
labourer, maintenance: dams
labourer, water well
roads, dams and similar construction labourer
waterway construction laborer
waterway construction labourer
waterway construction man
waterway construction operative
waterway construction woman
waterway construction worker
waterway maintenance man
waterway maintenance operative
waterway maintenance woman
waterway maintenance worker",,,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Water Supply Prevention Service,
3038,687671c1ebd2bf665349e815,building construction worker,"assistant, bricklayer's
assistant, carpenter's
carrier, bricks
hod-carrier
hoddie
mate, bricklayer's
mate, builder's
mate, carpenter's
stacker, building construction
building construction labourer
building construction worker
building site labourer
building site worker
civil construction worker
construction labourer
construction site labourer
construction site worker
construction worker
electrical construction worker
installation and commissioning construction worker
mechanical construction worker
construction laborer
construction professional
construction helper
construction support worker",Building construction labourers,687671b1ebd2bf665349a376,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Building Construction Contractor,e0963c15-f88d-4889-b142-465fed61b858
3039,687671c1ebd2bf665349e816,clothing finisher,"washer, hand: fibre
clothes finisher
clothing finisher
clothing packer",Hand packers,687671b1ebd2bf665349a378,Manufacturing,78fb9a0d-2ccf-40e0-9f2d-de4cae441762,Prepared clothes (hairdressing Excluding) manufacturing,64d83c9c-92a8-4b61-8b76-b9b2dccc270d
3040,687671c1ebd2bf665349e817,hand packer,"bagger, hand
bottler, hand
crater, hand
labeller
labeller, hand
winder, rotor coil: hand
winder, transformer coil: hand
wrapper, hand
e-commerce order filler and packer
e-commerce packer
e-commerce packer and shipper
e-commerce picker and packer
hand packer
manual packaging operative
night packer
order filler and packer
packer and warehouse operative
picker and packer
packer",Hand packers,687671b1ebd2bf665349a378,Manufacturing,78fb9a0d-2ccf-40e0-9f2d-de4cae441762,Another unmentioned factory works,
3041,687671c1ebd2bf665349e818,factory hand,"cleaner, factory machines
doffer, cloth
hand, shuttle
loader, manufacturing
stacker, manufacturing
washer, hand: carcass
washer, hand: manufacturing process
washer, hand: yarn
factory general hand
factory hand
factory labourer
factory operative
factory worker
general hand
process operative
production assistant
production line team member
production team member
production team operative",Manufacturing labourers not elsewhere classified,687671b1ebd2bf665349a379,Manufacturing,78fb9a0d-2ccf-40e0-9f2d-de4cae441762,Another unmentioned factory works,
3042,687671c1ebd2bf665349e819,wood caulker,"wooden hull caulker
wooden boat caulker
wooden ship caulker
wood caulker",Manufacturing labourers not elsewhere classified,687671b1ebd2bf665349a379,Manufacturing,78fb9a0d-2ccf-40e0-9f2d-de4cae441762,Manufacture of wooden containers,a986f839-3522-4ca6-b0d9-075748677eba
3043,687671c1ebd2bf665349e81a,bicycle courier,"boy, rickshaw
cyclist, except racing
driver, pedal vehicle
driver, rickshaw: cycle
driver, rickshaw: foot
driver, taxi: bike
driver, tricycle: non-motorised
hand cart pusher
messenger, on foot
puller, rickshaw
pusher, mkokoteni
rider, bicycle
rider, tricycle
tricyclist
bicycle courier
bicycle dispatch rider
bicycle letter carrier
bicycle messenger
bicycle package carrier
bike courier
bike messenger
cycle courier
cycle messenger
courier
motorbike courier service",Hand and pedal vehicle drivers,687671b1ebd2bf665349a37b,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
3044,687671c1ebd2bf665349e81b,carriage driver,"animal-taxi rider
driver, animal
driver, animal train
driver, elephant
driver, farm equipment: non-motorised
mahout
rider, camel-taxi
rider, donkey-taxi
carriage driver
coachman
coachwoman
fiacre driver
horse-drawn carriage driver
horse-drawn fiacre driver
horse-drawn hackney carriage driver
driver",Drivers of animal-drawn vehicles and machinery,687671b1ebd2bf665349a37c,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other scheduled land transport services,a1f40d30-8b1b-4f58-9ff3-f3b8c8020ba0
3045,687671c1ebd2bf665349e81c,airport baggage handler,"loader, aircraft
airport baggage agent
airport baggage handler
airport luggage handler
baggage agent
baggage handler
fleet service agent
fleet service clerk
freight and luggage handler
luggage handler
ramp agent
ramp attendant
ramp service agent",Freight handlers,687671b1ebd2bf665349a37d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
3046,687671c1ebd2bf665349e81d,distribution centre dispatcher,"bail press operator
bulk station dispatcher
bulk station operator
dispatcher at distribution centre
distribution center dispatcher
distribution center operator
distribution centeredispatcher
distribution centre dispatcher
distribution centre operator
manufactured goods dispatcher
product dispatcher",Freight handlers,687671b1ebd2bf665349a37d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
3047,687671c1ebd2bf665349e81e,materials handler,"porter, cold-storage
materials handler
storage worker
material handling worker
materials controller",Freight handlers,687671b1ebd2bf665349a37d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Stroage and warehousing service,f6e1a646-2f1c-4f79-8fd1-966b9a501131
3048,687671c1ebd2bf665349e81f,mover,"loader, furniture
loader, road vehicles
porter, meat
remover, furniture
remover, household goods
turn boy
company mover
corporate mover
furniture mover
industrial mover
mover
relocation mover
removal driver and porter
removal man
removal porter
removal woman
material mover",Freight handlers,687671b1ebd2bf665349a37d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
3049,687671c1ebd2bf665349e820,rail intermodal equipment operator,"loader, railway vehicles
chassis estimator
container and chassis estimator
intermodal equipment handler
intermodal equipment operator
intermodal helper
intermodal rail equipment operator
intermodal railroad equipment handler
operator of rail intermodal equipment
rail equipment operator
rail intermodal equipment operator
railroad equipment operator
railroad heavy equipment operator
railway equipment operator
railway intermodal equipment operator
transfer table operator
rail-track laying equipment operator",Freight handlers,687671b1ebd2bf665349a37d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
3050,687671c1ebd2bf665349e821,stevedore,"coalman
coalwoman
docker
loader, boat
loader, ship
longshorewoman
porter, goods-loading
unloader, freight
dock labourer
dock worker
longshoreman
ship freight handler
stevedore",Freight handlers,687671b1ebd2bf665349a37d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
3051,687671c1ebd2bf665349e822,stevedore superintendent,"superintendent, clerical: quay
supervisor and foreman, material and freight handling
stevedore general superintendent
stevedore manager
stevedore superintendant
stevedore superintendent
stevedore supervisor
stevedoring controller
stevedoring general superintendent
stevedoring manager
stevedoring superintendent
stevedoring supervisor
superintendent",Freight handlers,687671b1ebd2bf665349a37d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
3052,687671c1ebd2bf665349e823,warehouse worker,"handler, stock: warehouse
porter, warehouse
order clerk
order picker
packager
packer
packer and shipper
warehouse operative
warehouse operator
warehouse packager
warehouse packer
warehouse picker
warehouse worker
factory worker
case worker
employee
worker",Freight handlers,687671b1ebd2bf665349a37d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Stroage and warehousing service,f6e1a646-2f1c-4f79-8fd1-966b9a501131
3053,687671c1ebd2bf665349e824,warehouse order picker,"picker & packager
packer
packer and shipper
warehouse picker
warehouse order picker
order clerk
warehouse packager
warehouse worker
packager & picker
warehouse operator
packager and picker
order picker
warehouse packer
warehouse operative
order lifter
picker and packager
packager
warehouse loader",,,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Stroage and warehousing service,f6e1a646-2f1c-4f79-8fd1-966b9a501131
3054,687671c1ebd2bf665349e825,shelf filler,"assistant, cabinet: supermarket (filling shelf, fridge or freezer)
assistant, evening fill
assistant, grocery: filling shelf, fridge or freezer
assistant, merchandise: filling shelf, fridge or freezer
assistant, nightfill
assistant, sales: filling shelf, fridge or freezer
assistant, sales: nightfill
captain, night: supermarket
dayfiller
filler, day
filler, evening
filler, night
filler, stock
handler, stock: retail
packer, shelf
refiller, filling shelf, fridge or freezer
replenisher, stock
worker, nightfill
department store shelf filler
department store shelf stacker
filling station shelf filler
filling station shelf stacker
garden centre shelf filler
garden centre shelf stacker
hypermarket shelf filler
hypermarket shelf stacker
outlet centre shelf filler
outlet centre shelf stacker
rack jobber
senior shelf filler
senior shelf stacker
shelf filler
shelf stacker
shelf stocker
shop shelf filler
shop shelf stacker
supermarket shelf filler
supermarket shelf stacker
trainee shelf filler
trainee shelf stacker",Shelf fillers,687671b1ebd2bf665349a37e,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,Retail trade in specialized stores,d250779f-a714-44fc-829b-9267d3e5be43
3055,687671c1ebd2bf665349e826,pizzaiolo,"boy, pizza: maker
cook, take away
girl, pizza: maker
hand, pizza
pizza chef
pizza cook
pizza maker
pizza-chef
pizza-cook
pizzaiolo",Fast food preparers,687671b1ebd2bf665349a381,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,"Resturant,Coffee shop",85bac624-8d12-412b-a658-7fac77569303
3056,687671c1ebd2bf665349e827,quick service restaurant crew member,"cook, fast food
cook, hamburgers
cook, short order
handler, food: fast food
maker, burger
maker, fast food
maker, hamburger
member, team: fast food (cooking)
trainer, crew: fast food
crepes maker
fast food crew member
fast food worker
fast-food crew member
pancakes maker
quick service crew member
quick service restaurant crew member
snack maker",Fast food preparers,687671b1ebd2bf665349a381,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,"Resturant,Coffee shop",85bac624-8d12-412b-a658-7fac77569303
3057,687671c1ebd2bf665349e828,kitchen assistant,"attendant, pantry
catering assistant
catering trainee
kitchen assistant
kitchen boy
kitchen trainee
kitchen worker
roundsman
spare hand
kitchen staff
kitchen supervisor
meal assistant",Kitchen helpers,687671b1ebd2bf665349a382,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,"Resturant,Coffee shop",85bac624-8d12-412b-a658-7fac77569303
3058,687671c1ebd2bf665349e829,kitchen porter,"dishwasher, hand
kp
stewardess, kitchen
dish washer
kitchen hand
kitchen porter
kitchen steward
pot and pan washer
baggage porter
porter",Kitchen helpers,687671b1ebd2bf665349a382,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,"Resturant,Coffee shop",85bac624-8d12-412b-a658-7fac77569303
3059,687671c1ebd2bf665349e82a,leaflet distributor,"boy, errand
distributor, free newspaper
girl, errand
parking boy
shoe cleaner
door to door leaflet distributer
door to door leaflet distributor
flyer distributor
leafler distributer
leaflet distributor
marketeer
marketing assistant",Street and related service workers,687671b1ebd2bf665349a385,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Advertising,a22d59cc-0093-414d-b3fd-debfe0fb2e59
