,SKILLID,PREFERREDLABEL,SKILLGROUPLABEL,SKILLGROUPID
10867,687671bdebd2bf665349d0a6,negotiate supplier arrangements,negotiating and managing contracts and agreements,687671b3ebd2bf665349a4a6
10868,687671bdebd2bf665349d0a7,communicate by use of interpretation services,"communication, collaboration and creativity",687671b3ebd2bf665349a59e
10869,687671bdebd2bf665349d0a8,maximise efficiency of crane operations,planning events and programmes,687671b3ebd2bf665349a5de
10870,687671bdebd2bf665349d0a9,mark the stage area,presenting general information,687671b3ebd2bf665349a5db
10871,687671bdebd2bf665349d0aa,conduct fish populations studies,conducting academic or market research,687671b3ebd2bf665349a557
10872,687671bdebd2bf665349d0ab,spray test panel,applying protective or decorative solutions or coatings,687671b3ebd2bf665349a52a
10873,687671bdebd2bf665349d0ac,modify scenic elements during performance,directing operational activities,687671b3ebd2bf665349a56b
10874,687671bdebd2bf665349d0ad,operate table saw,"operating cutting, grinding and smoothing machinery",687671b3ebd2bf665349a599
10875,687671bdebd2bf665349d0ae,ensure envelope quality,monitoring quality of products,687671b3ebd2bf665349a4a2
10876,687671bdebd2bf665349d0af,carry out physical training,practising sports,687671b3ebd2bf665349a61e
10877,687671bdebd2bf665349d0b0,"maintain a safe, hygienic and secure working environment",complying with health and safety procedures,687671b3ebd2bf665349a525
10878,687671bdebd2bf665349d0b1,manage several projects,"directing, supervising and coordinating projects",687671b3ebd2bf665349a4bb
10879,687671bdebd2bf665349d0b2,notate different dances,performing artistic or cultural activities,687671b3ebd2bf665349a4f2
10880,687671bdebd2bf665349d0b3,repair router machinery,repairing and installing mechanical equipment,687671b3ebd2bf665349a4a3
10881,687671bdebd2bf665349d0b4,operate laser plate maker machine,operating print and photographic production equipment,687671b3ebd2bf665349a5f7
10882,687671bdebd2bf665349d0b5,literary techniques,literature and linguistics,687671b2ebd2bf665349a3da
10883,687671bdebd2bf665349d0b6,manage agritourism activities,supervising a team or group,687671b3ebd2bf665349a59d
10884,687671bdebd2bf665349d0b7,horary astrology,physics,687671b2ebd2bf665349a417
10885,687671bdebd2bf665349d0b8,clean tyres,"cleaning tools, equipment, workpieces and vehicles",687671b3ebd2bf665349a551
10886,687671bdebd2bf665349d0b9,negotiate loan agreements,negotiating and managing contracts and agreements,687671b3ebd2bf665349a4a6
10887,687671bdebd2bf665349d0ba,study media sources,conducting academic or market research,687671b3ebd2bf665349a557
10888,687671bdebd2bf665349d0bb,electricity,electricity and energy,687671b3ebd2bf665349a431
10889,687671bdebd2bf665349d0bc,green water incubation technology,fisheries,687671b3ebd2bf665349a450
10890,687671bdebd2bf665349d0bd,clean road vehicles,"cleaning tools, equipment, workpieces and vehicles",687671b3ebd2bf665349a551
10891,687671bdebd2bf665349d0be,electrical testing methods,electricity and energy,687671b3ebd2bf665349a431
10892,687671bdebd2bf665349d0bf,electric generators,electricity and energy,687671b3ebd2bf665349a431
10893,687671bdebd2bf665349d0c0,understand spoken Romanian,,
10894,687671bdebd2bf665349d0c1,write charity grant proposals,technical or academic writing,687671b3ebd2bf665349a53d
10895,687671bdebd2bf665349d0c2,help prepare lifeboats,operating watercraft,687671b3ebd2bf665349a4ec
10896,687671bdebd2bf665349d0c3,rewrite articles,technical or academic writing,687671b3ebd2bf665349a53d
10897,687671bdebd2bf665349d0c4,set up tote board,setting up computer systems,687671b3ebd2bf665349a627
10898,687671bdebd2bf665349d0c5,monitor sugar uniformity,monitoring operational activities,687671b3ebd2bf665349a4b4
10899,687671bdebd2bf665349d0c6,filing machine parts,mechanics and metal trades,687671b3ebd2bf665349a433
10900,687671bdebd2bf665349d0c7,understand spoken Icelandic,,
10901,687671bdebd2bf665349d0c8,Source (digital game creation systems),audio-visual techniques and media production,687671b2ebd2bf665349a3ca
10902,687671bdebd2bf665349d0c9,apply stitching techniques,"operating machinery for the manufacture and treatment of textiles, fur and leather products",687671b3ebd2bf665349a590
10903,687671bdebd2bf665349d0ca,inspect etched work,monitoring quality of products,687671b3ebd2bf665349a4a2
10904,687671bdebd2bf665349d0cb,install software,setting up computer systems,687671b3ebd2bf665349a627
10905,687671bdebd2bf665349d0cc,receive shipment packaging information,sorting and packaging goods and materials,687671b3ebd2bf665349a607
10906,687671bdebd2bf665349d0cd,provide instruction in orthodontic procedures,giving instructions,687671b3ebd2bf665349a589
10907,687671bdebd2bf665349d0ce,follow production schedule,,
10908,687671bdebd2bf665349d0cf,teach digital literacy,training on operational procedures,687671b3ebd2bf665349a539
10909,687671bdebd2bf665349d0d0,coordinate orders from various suppliers,purchasing goods or services,687671b3ebd2bf665349a534
10910,687671bdebd2bf665349d0d1,work with e-services available to citizens,"browsing, searching and filtering digital data",687671b3ebd2bf665349a4d0
10911,687671bdebd2bf665349d0d2,wood products,"materials (glass, paper, plastic and wood)",687671b3ebd2bf665349a439
10912,687671bdebd2bf665349d0d3,perform scientific experiments in space,operating scientific and laboratory equipment,687671b3ebd2bf665349a553
10913,687671bdebd2bf665349d0d4,report on radiological examinations,maintaining or preparing medical documentation,687671b3ebd2bf665349a5c3
10914,687671bdebd2bf665349d0d5,plan customers' sales visits,planning events and programmes,687671b3ebd2bf665349a5de
10915,687671bdebd2bf665349d0d6,repair patterns,making patterns and templates,687671b3ebd2bf665349a4aa
10916,687671bdebd2bf665349d0d7,ensure equipment maintenance,directing operational activities,687671b3ebd2bf665349a56b
10917,687671bdebd2bf665349d0d8,manage allocation of flight resources,planning events and programmes,687671b3ebd2bf665349a5de
10918,687671bdebd2bf665349d0d9,psychoanalysis,psychology,687671b2ebd2bf665349a3e7
10919,687671bdebd2bf665349d0da,manufacturing of light metal packaging,mechanics and metal trades,687671b3ebd2bf665349a433
10920,687671bdebd2bf665349d0db,perfume and cosmetic products,hair and beauty services,687671b3ebd2bf665349a474
10921,687671bdebd2bf665349d0dc,recommend newspapers to customers,advising on products and services,687671b3ebd2bf665349a530
10922,687671bdebd2bf665349d0dd,monitor check-out point,monitoring operational activities,687671b3ebd2bf665349a4b4
10923,687671bdebd2bf665349d0de,demography,sociology and cultural studies,687671b2ebd2bf665349a3e8
10924,687671bdebd2bf665349d0df,types of sugars,food processing,687671b3ebd2bf665349a438
10925,687671bdebd2bf665349d0e0,control suction booms,operating pumping systems or equipment,687671b3ebd2bf665349a54e
10926,687671bdebd2bf665349d0e1,use specific data analysis software,"managing, gathering and storing digital data",687671b3ebd2bf665349a538
10927,687671bdebd2bf665349d0e2,operate cranes,operating lifting or moving equipment,687671b3ebd2bf665349a595
10928,687671bdebd2bf665349d0e3,escapee contingency plans,fisheries,687671b3ebd2bf665349a450
10929,687671bdebd2bf665349d0e4,monitor geotechnical structures,"monitoring, inspecting and testing",687671b3ebd2bf665349a516
10930,687671bdebd2bf665349d0e5,build a network of suppliers in tourism,developing professional relationships or networks,687671b3ebd2bf665349a571
10931,687671bdebd2bf665349d0e6,combine multiple fields of knowledge,analysing and evaluating information and data,687671b3ebd2bf665349a4c4
10932,687671bdebd2bf665349d0e7,collect tourist information,gathering information from physical or electronic sources,687671b3ebd2bf665349a4d2
10933,687671bdebd2bf665349d0e8,understand written Danish,,
10934,687671bdebd2bf665349d0e9,apply paper coating,applying protective or decorative solutions or coatings,687671b3ebd2bf665349a52a
10935,687671bdebd2bf665349d0ea,monitor centrifugal separators,operating mixing and separating machinery,687671b3ebd2bf665349a577
10936,687671bdebd2bf665349d0eb,respond to requests for logistics services from all over the world,providing information to the public and clients,687671b3ebd2bf665349a5e6
10937,687671bdebd2bf665349d0ec,calculate value of gems,performing calculations,687671b3ebd2bf665349a622
10938,687671bdebd2bf665349d0ed,estimate cost of jewellery and watches' maintenance,estimating resource needs,687671b3ebd2bf665349a5b5
10939,687671bdebd2bf665349d0ee,pump insulation beads into cavities,installing insulation materials,687671b3ebd2bf665349a4a8
10940,687671bdebd2bf665349d0ef,ensure compliance with gaming laws,ensuring compliance with legislation,687671b3ebd2bf665349a4eb
10941,687671bdebd2bf665349d0f0,online moderation techniques,management and administration,687671b2ebd2bf665349a3fa
10942,687671bdebd2bf665349d0f1,grind wasted plastic,"operating cutting, grinding and smoothing machinery",687671b3ebd2bf665349a599
10943,687671bdebd2bf665349d0f2,interact verbally in Javanese,,
10944,687671bdebd2bf665349d0f3,develop non-hazardous waste management strategies,developing objectives and strategies,687671b3ebd2bf665349a53e
10945,687671bdebd2bf665349d0f4,perform fast changeover,performing artistic or cultural activities,687671b3ebd2bf665349a4f2
10946,687671bdebd2bf665349d0f5,apply for patents,"preparing documentation for contracts, applications, or permits",687671b3ebd2bf665349a4bf
10947,687671bdebd2bf665349d0f6,conduct research on reproductive medicine,conducting academic or market research,687671b3ebd2bf665349a557
10948,687671bdebd2bf665349d0f7,diagnose speech disorders,diagnosing health conditions,687671b3ebd2bf665349a5ed
10949,687671bdebd2bf665349d0f8,inspect sewerage systems,"evaluating systems, programmes, equipment and products",687671b3ebd2bf665349a61c
10950,687671bdebd2bf665349d0f9,ICT recovery techniques,software and applications development and analysis,687671b3ebd2bf665349a426
10951,687671bdebd2bf665349d0fa,perform studies and field investigation,conducting academic or market research,687671b3ebd2bf665349a557
10952,687671bdebd2bf665349d0fb,actuarial science,statistics,687671b2ebd2bf665349a41c
10953,687671bdebd2bf665349d0fc,adjust curing ovens,"operating kilns, furnaces and drying equipment",687671b3ebd2bf665349a5bc
10954,687671bdebd2bf665349d0fd,inspect aircraft,testing vehicles,687671b3ebd2bf665349a508
10955,687671bdebd2bf665349d0fe,operate motorised street sweeping machine,driving vehicles,687671b3ebd2bf665349a625
10956,687671bdebd2bf665349d0ff,supervise gas distribution operations,directing operational activities,687671b3ebd2bf665349a56b
10957,687671bdebd2bf665349d100,test motor vehicles under demanding conditions,testing vehicles,687671b3ebd2bf665349a508
10958,687671bdebd2bf665349d101,select vocalists,recruiting and hiring,687671b3ebd2bf665349a54c
10959,687671bdebd2bf665349d102,memorise assembly instructions,managing information,687671b3ebd2bf665349a4e2
10960,687671bdebd2bf665349d103,manage farm supplies,purchasing goods or services,687671b3ebd2bf665349a534
10961,687671bdebd2bf665349d104,supervise equipment,installing wooden and metal components,687671b3ebd2bf665349a53b
10962,687671bdebd2bf665349d105,provide specialist pharmaceutical advice,providing medical advice,687671b3ebd2bf665349a5d0
10963,687671bdebd2bf665349d106,revise questionnaires,analysing and evaluating information and data,687671b3ebd2bf665349a4c4
10964,687671bdebd2bf665349d107,operate metal polishing equipment,"operating cutting, grinding and smoothing machinery",687671b3ebd2bf665349a599
10965,687671bdebd2bf665349d108,maintain pipeline coating properties,operating painting or coating machinery,687671b3ebd2bf665349a4fd
10966,687671bdebd2bf665349d109,cut wall chases,cutting materials and drilling holes,687671b3ebd2bf665349a543
10967,687671bdebd2bf665349d10a,tend hoist cement transfer equipment,operating pumping systems or equipment,687671b3ebd2bf665349a54e
10968,687671bdebd2bf665349d10b,oversee freight-related financial documentation,monitoring financial and economic resources and activity,687671b3ebd2bf665349a527
10969,687671bdebd2bf665349d10c,design objects to be crafted,creating artistic designs or performances,687671b3ebd2bf665349a59f
10970,687671bdebd2bf665349d10d,husbandry and harvesting effects on aquatic resources,fisheries,687671b3ebd2bf665349a450
10971,687671bdebd2bf665349d10e,finish mortar joints,applying material to fill gaps in surfaces,687671b3ebd2bf665349a5f2
10972,687671bdebd2bf665349d10f,indicators used in EU funds programme operations,accounting and taxation,687671b2ebd2bf665349a3f8
10973,687671bdebd2bf665349d110,collect licence fees,executing financial transactions,687671b3ebd2bf665349a5c5
10974,687671bdebd2bf665349d111,install frost protection materials,installing insulation materials,687671b3ebd2bf665349a4a8
10975,687671bdebd2bf665349d112,screed concrete,smoothing surfaces of objects or equipment,687671b3ebd2bf665349a513
10976,687671bdebd2bf665349d113,sour gas sweetening processes,chemistry,687671b2ebd2bf665349a415
10977,687671bdebd2bf665349d114,type at speed,entering and transforming information,687671b3ebd2bf665349a58c
10978,687671bdebd2bf665349d115,react to emergency situations in a live performance environment,maintaining and enforcing physical security,687671b3ebd2bf665349a60f
10979,687671bdebd2bf665349d116,follow recycling collection schedules,disposing of non-hazardous waste or debris,687671b3ebd2bf665349a52e
10980,687671bdebd2bf665349d117,carry out stock rotation,sorting materials or products,687671b3ebd2bf665349a50b
